,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date
680,9225,0.0,25.3,12.0,1994-11-12
681,9225,0.0,28.4,15.0,1994-11-13
682,9225,0.0,31.2,15.3,1994-11-14
683,9225,0.0,34.0,14.6,1994-11-15
684,9225,0.0,33.5,14.0,1994-11-16
685,9225,0.0,26.6,16.4,1994-11-17
686,9225,0.0,21.1,15.8,1994-11-18
687,9225,0.0,22.3,9.6,1994-11-19
688,9225,0.0,25.6,12.4,1994-11-20
689,9225,0.0,31.5,13.8,1994-11-21
690,9225,0.0,25.8,19.4,1994-11-22
691,9225,0.0,22.4,14.3,1994-11-23
692,9225,1.2,22.3,15.0,1994-11-24
693,9225,1.0,23.8,16.5,1994-11-25
694,9225,1.6,21.8,17.0,1994-11-26
695,9225,2.8,23.5,12.0,1994-11-27
696,9225,0.0,23.7,11.6,1994-11-28
697,9225,0.0,32.4,15.6,1994-11-29
698,9225,0.0,37.8,18.3,1994-11-30
699,9225,0.0,24.9,19.1,1994-12-01
700,9225,0.0,24.6,17.9,1994-12-02
701,9225,0.0,25.6,14.7,1994-12-03
702,9225,0.0,24.3,16.2,1994-12-04
703,9225,0.0,23.7,14.4,1994-12-05
704,9225,0.0,21.9,13.3,1994-12-06
705,9225,0.0,29.0,12.8,1994-12-07
706,9225,0.0,35.3,16.4,1994-12-08
707,9225,0.0,36.9,16.3,1994-12-09
708,9225,0.0,27.9,16.0,1994-12-10
709,9225,0.0,22.7,16.1,1994-12-11
710,9225,0.0,23.9,18.4,1994-12-12
711,9225,0.0,26.4,14.0,1994-12-13
712,9225,0.0,32.8,16.2,1994-12-14
713,9225,0.0,34.8,19.9,1994-12-15
714,9225,0.0,36.5,20.2,1994-12-16
715,9225,0.0,33.8,21.8,1994-12-17
716,9225,0.0,31.4,21.7,1994-12-18
717,9225,0.0,29.9,18.0,1994-12-19
718,9225,0.0,26.3,18.3,1994-12-20
719,9225,0.0,30.6,15.6,1994-12-21
720,9225,0.0,31.9,17.5,1994-12-22
721,9225,0.0,33.4,17.8,1994-12-23
722,9225,0.0,35.2,16.4,1994-12-24
723,9225,0.0,25.3,17.4,1994-12-25
724,9225,0.0,27.0,15.8,1994-12-26
725,9225,0.0,25.1,18.7,1994-12-27
726,9225,0.0,29.2,12.0,1994-12-28
727,9225,0.0,35.7,13.9,1994-12-29
728,9225,0.0,40.9,18.0,1994-12-30
729,9225,0.0,35.4,23.1,1994-12-31
730,9225,0.0,32.5,18.3,1995-01-01
731,9225,0.0,31.7,17.1,1995-01-02
732,9225,0.0,33.6,20.8,1995-01-03
733,9225,0.0,29.7,18.6,1995-01-04
734,9225,0.0,29.5,14.0,1995-01-05
735,9225,0.0,32.8,17.2,1995-01-06
736,9225,0.0,36.3,21.3,1995-01-07
737,9225,0.0,27.0,21.6,1995-01-08
738,9225,0.0,24.8,16.4,1995-01-09
739,9225,0.0,27.8,16.6,1995-01-10
740,9225,0.0,33.1,16.6,1995-01-11
741,9225,0.0,37.5,20.5,1995-01-12
742,9225,0.0,31.3,20.1,1995-01-13
743,9225,0.0,32.3,19.8,1995-01-14
744,9225,0.0,35.3,22.1,1995-01-15
745,9225,0.0,34.3,22.3,1995-01-16
746,9225,0.0,36.8,21.9,1995-01-17
747,9225,0.0,37.0,23.7,1995-01-18
748,9225,0.0,32.5,20.6,1995-01-19
749,9225,0.0,31.9,17.8,1995-01-20
750,9225,0.0,33.9,17.8,1995-01-21
751,9225,0.0,27.7,18.6,1995-01-22
752,9225,0.0,25.5,16.8,1995-01-23
753,9225,0.0,29.1,17.6,1995-01-24
754,9225,0.0,31.1,19.0,1995-01-25
755,9225,0.0,34.5,19.0,1995-01-26
756,9225,0.0,33.1,22.3,1995-01-27
757,9225,0.0,26.0,20.1,1995-01-28
758,9225,0.0,24.0,14.9,1995-01-29
759,9225,0.0,28.5,13.7,1995-01-30
760,9225,0.0,29.0,16.2,1995-01-31
761,9225,0.0,26.7,16.0,1995-02-01
762,9225,0.0,26.3,16.3,1995-02-02
763,9225,0.0,24.3,13.6,1995-02-03
764,9225,1.2,22.5,15.3,1995-02-04
765,9225,0.0,27.5,13.8,1995-02-05
766,9225,0.0,33.5,13.8,1995-02-06
767,9225,0.0,37.2,18.4,1995-02-07
768,9225,0.0,36.5,21.2,1995-02-08
769,9225,0.0,36.2,19.5,1995-02-09
770,9225,0.0,37.0,18.3,1995-02-10
771,9225,0.0,30.9,17.4,1995-02-11
772,9225,0.0,29.0,16.1,1995-02-12
773,9225,0.0,29.5,18.8,1995-02-13
774,9225,0.0,23.7,18.6,1995-02-14
775,9225,0.0,30.3,14.7,1995-02-15
776,9225,0.0,32.2,15.9,1995-02-16
777,9225,0.0,35.9,15.8,1995-02-17
778,9225,0.0,38.3,17.8,1995-02-18
779,9225,0.0,39.2,25.4,1995-02-19
780,9225,0.0,37.6,24.9,1995-02-20
781,9225,0.0,37.2,23.5,1995-02-21
782,9225,0.0,38.9,23.0,1995-02-22
783,9225,1.4,40.2,26.0,1995-02-23
784,9225,9.4,23.3,22.2,1995-02-24
785,9225,0.0,27.3,14.4,1995-02-25
786,9225,0.0,25.9,17.5,1995-02-26
787,9225,0.0,26.3,17.8,1995-02-27
788,9225,0.0,29.2,18.1,1995-02-28
789,9225,0.0,28.9,19.0,1995-03-01
790,9225,0.0,29.3,20.3,1995-03-02
791,9225,0.0,27.9,20.0,1995-03-03
792,9225,0.0,25.8,16.7,1995-03-04
793,9225,0.0,26.4,12.9,1995-03-05
794,9225,0.0,27.4,13.3,1995-03-06
795,9225,0.0,28.4,13.2,1995-03-07
796,9225,0.0,28.8,13.2,1995-03-08
797,9225,0.0,29.6,15.3,1995-03-09
798,9225,0.0,31.4,13.6,1995-03-10
799,9225,0.0,31.1,12.1,1995-03-11
800,9225,0.0,34.2,16.8,1995-03-12
801,9225,0.0,33.8,15.7,1995-03-13
802,9225,0.0,38.1,15.8,1995-03-14
803,9225,0.0,37.6,15.7,1995-03-15
804,9225,0.0,29.7,16.9,1995-03-16
805,9225,0.0,29.9,16.7,1995-03-17
806,9225,0.0,30.6,15.5,1995-03-18
807,9225,0.0,34.3,17.4,1995-03-19
808,9225,0.0,35.4,19.6,1995-03-20
809,9225,0.0,34.0,15.7,1995-03-21
810,9225,0.0,34.3,16.3,1995-03-22
811,9225,0.0,30.8,17.2,1995-03-23
812,9225,1.8,33.2,21.3,1995-03-24
813,9225,0.0,31.6,21.4,1995-03-25
814,9225,0.0,32.5,19.9,1995-03-26
815,9225,0.0,30.9,19.9,1995-03-27
816,9225,12.2,32.5,20.4,1995-03-28
817,9225,5.0,25.9,18.9,1995-03-29
818,9225,1.0,28.5,17.2,1995-03-30
819,9225,0.0,23.7,18.0,1995-03-31
820,9225,0.0,27.8,15.0,1995-04-01
821,9225,0.0,26.6,13.0,1995-04-02
822,9225,0.0,23.4,13.0,1995-04-03
823,9225,0.0,25.1,13.0,1995-04-04
824,9225,0.0,28.6,15.0,1995-04-05
825,9225,0.0,30.1,17.0,1995-04-06
826,9225,0.0,28.8,17.0,1995-04-07
827,9225,0.0,24.1,17.0,1995-04-08
828,9225,1.2,23.8,16.0,1995-04-09
829,9225,0.0,29.5,18.0,1995-04-10
830,9225,0.0,27.5,16.0,1995-04-11
831,9225,0.0,30.9,17.0,1995-04-12
832,9225,0.0,28.3,20.0,1995-04-13
833,9225,3.6,24.5,19.0,1995-04-14
834,9225,0.6,21.4,9.0,1995-04-15
835,9225,0.0,21.9,7.0,1995-04-16
836,9225,1.8,21.6,10.0,1995-04-17
837,9225,0.0,22.7,8.0,1995-04-18
838,9225,0.0,23.1,8.0,1995-04-19
839,9225,0.0,25.2,8.0,1995-04-20
840,9225,0.0,26.4,10.0,1995-04-21
841,9225,0.0,24.2,13.0,1995-04-22
842,9225,0.0,23.4,11.0,1995-04-23
843,9225,0.0,26.1,9.0,1995-04-24
844,9225,0.0,27.2,10.0,1995-04-25
845,9225,0.0,27.3,10.0,1995-04-26
846,9225,2.2,20.0,15.0,1995-04-27
847,9225,1.4,21.2,14.0,1995-04-28
848,9225,0.0,20.1,7.0,1995-04-29
849,9225,0.0,19.2,9.0,1995-04-30
850,9225,0.0,21.4,5.0,1995-05-01
851,9225,0.0,21.7,10.0,1995-05-02
852,9225,0.0,20.3,10.0,1995-05-03
853,9225,0.0,21.6,11.0,1995-05-04
854,9225,0.0,22.5,12.0,1995-05-05
855,9225,0.0,23.0,10.0,1995-05-06
856,9225,0.0,24.5,6.0,1995-05-07
857,9225,0.0,26.4,8.0,1995-05-08
858,9225,0.0,27.5,11.0,1995-05-09
859,9225,39.2,24.1,17.0,1995-05-10
860,9225,6.2,21.2,16.0,1995-05-11
861,9225,10.2,20.0,15.0,1995-05-12
862,9225,15.6,19.2,13.0,1995-05-13
863,9225,0.0,20.6,8.0,1995-05-14
864,9225,0.0,20.9,9.0,1995-05-15
865,9225,0.0,22.8,8.0,1995-05-16
866,9225,0.0,21.3,12.0,1995-05-17
867,9225,20.2,19.2,11.0,1995-05-18
868,9225,0.0,22.0,10.0,1995-05-19
869,9225,0.0,22.1,6.0,1995-05-20
870,9225,1.2,22.0,12.0,1995-05-21
871,9225,15.0,20.5,13.0,1995-05-22
872,9225,13.4,11.5,10.0,1995-05-23
873,9225,14.6,16.3,7.0,1995-05-24
874,9225,0.4,18.4,6.0,1995-05-25
875,9225,0.0,19.9,6.0,1995-05-26
876,9225,0.0,20.3,6.0,1995-05-27
877,9225,0.2,18.8,7.0,1995-05-28
878,9225,2.4,18.1,4.0,1995-05-29
879,9225,0.0,18.6,4.0,1995-05-30
880,9225,0.0,21.0,8.0,1995-05-31
881,9225,0.0,19.6,6.0,1995-06-01
882,9225,3.4,18.7,9.0,1995-06-02
883,9225,0.0,20.2,7.0,1995-06-03
884,9225,0.0,23.4,5.0,1995-06-04
885,9225,2.4,21.9,12.0,1995-06-05
886,9225,19.6,20.4,,1995-06-06
887,9225,25.0,19.8,14.0,1995-06-07
888,9225,26.4,14.6,9.0,1995-06-08
889,9225,36.0,13.6,7.0,1995-06-09
890,9225,2.6,14.2,2.0,1995-06-10
891,9225,0.0,16.4,1.0,1995-06-11
892,9225,0.0,17.4,2.0,1995-06-12
893,9225,0.6,17.3,6.0,1995-06-13
894,9225,0.2,18.3,5.0,1995-06-14
895,9225,0.0,18.0,3.0,1995-06-15
896,9225,0.0,18.0,3.0,1995-06-16
897,9225,0.0,17.1,2.0,1995-06-17
898,9225,0.0,17.4,5.0,1995-06-18
899,9225,0.0,16.4,12.0,1995-06-19
900,9225,5.4,15.4,12.0,1995-06-20
901,9225,0.0,19.9,11.0,1995-06-21
902,9225,0.0,17.2,13.0,1995-06-22
903,9225,5.6,19.9,12.0,1995-06-23
904,9225,2.6,18.8,11.0,1995-06-24
905,9225,11.2,15.7,13.0,1995-06-25
906,9225,4.8,16.2,6.0,1995-06-26
907,9225,4.2,16.7,8.0,1995-06-27
908,9225,0.0,16.6,3.0,1995-06-28
909,9225,0.0,17.9,4.0,1995-06-29
910,9225,0.0,18.5,7.0,1995-06-30
911,9225,0.0,18.9,5.0,1995-07-01
912,9225,0.0,19.8,6.0,1995-07-02
913,9225,0.0,19.4,7.0,1995-07-03
914,9225,0.0,21.7,4.0,1995-07-04
915,9225,0.0,20.7,8.0,1995-07-05
916,9225,14.6,17.3,9.0,1995-07-06
917,9225,1.2,18.9,10.0,1995-07-07
918,9225,47.2,15.6,11.0,1995-07-08
919,9225,10.6,16.3,10.0,1995-07-09
920,9225,1.0,18.7,10.0,1995-07-10
921,9225,18.0,20.0,12.0,1995-07-11
922,9225,5.8,18.8,13.0,1995-07-12
923,9225,12.6,18.8,8.0,1995-07-13
924,9225,7.4,17.6,11.0,1995-07-14
925,9225,11.4,15.3,9.0,1995-07-15
926,9225,16.6,15.1,6.0,1995-07-16
927,9225,0.0,17.3,6.0,1995-07-17
928,9225,0.4,18.2,8.0,1995-07-18
929,9225,0.0,15.3,11.0,1995-07-19
930,9225,29.2,16.6,10.0,1995-07-20
931,9225,21.2,16.7,10.0,1995-07-21
932,9225,1.2,15.9,10.0,1995-07-22
933,9225,0.0,18.6,6.0,1995-07-23
934,9225,2.4,18.1,9.0,1995-07-24
935,9225,32.4,17.2,10.0,1995-07-25
936,9225,2.2,18.8,10.0,1995-07-26
937,9225,2.2,19.9,11.0,1995-07-27
938,9225,0.6,20.2,10.0,1995-07-28
939,9225,24.6,15.4,12.0,1995-07-29
940,9225,14.0,17.9,9.0,1995-07-30
941,9225,1.8,17.6,10.0,1995-07-31
942,9225,0.0,17.2,,1995-08-01
943,9225,0.0,17.4,4.0,1995-08-02
944,9225,0.0,18.6,4.0,1995-08-03
945,9225,0.0,19.5,5.0,1995-08-04
946,9225,0.0,19.1,7.0,1995-08-05
947,9225,0.0,19.3,8.0,1995-08-06
948,9225,0.0,21.2,11.0,1995-08-07
949,9225,0.0,17.0,11.0,1995-08-08
950,9225,23.2,19.5,11.0,1995-08-09
951,9225,5.2,20.0,13.0,1995-08-10
952,9225,2.0,21.1,13.0,1995-08-11
953,9225,4.8,19.0,10.0,1995-08-12
954,9225,13.6,17.9,11.0,1995-08-13
955,9225,0.0,21.5,6.0,1995-08-14
956,9225,0.0,21.4,9.0,1995-08-15
957,9225,0.0,20.3,11.0,1995-08-16
958,9225,1.8,19.2,15.0,1995-08-17
959,9225,0.0,19.8,8.0,1995-08-18
960,9225,3.8,18.4,10.0,1995-08-19
961,9225,5.2,17.3,4.0,1995-08-20
962,9225,0.6,18.3,9.0,1995-08-21
963,9225,3.4,18.5,13.0,1995-08-22
964,9225,0.8,19.1,14.0,1995-08-23
965,9225,5.4,15.2,12.0,1995-08-24
966,9225,0.8,17.1,7.0,1995-08-25
967,9225,12.2,19.2,13.0,1995-08-26
968,9225,0.0,23.0,7.0,1995-08-27
969,9225,0.0,25.4,7.0,1995-08-28
970,9225,0.0,20.0,11.0,1995-08-29
971,9225,1.0,14.8,9.0,1995-08-30
972,9225,0.0,17.3,3.0,1995-08-31
973,9225,0.0,18.7,7.0,1995-09-01
974,9225,0.0,20.5,7.0,1995-09-02
975,9225,25.6,20.0,11.0,1995-09-03
976,9225,1.6,21.5,11.0,1995-09-04
977,9225,0.6,24.1,12.0,1995-09-05
978,9225,30.2,19.4,14.0,1995-09-06
979,9225,7.4,20.0,13.0,1995-09-07
980,9225,0.0,19.5,,1995-09-08
981,9225,0.4,19.1,13.0,1995-09-09
982,9225,0.2,19.8,7.0,1995-09-10
983,9225,0.0,21.5,7.0,1995-09-11
984,9225,0.8,19.7,12.0,1995-09-12
985,9225,10.2,17.8,7.0,1995-09-13
986,9225,0.0,19.0,7.0,1995-09-14
987,9225,0.0,21.1,7.0,1995-09-15
988,9225,0.0,25.2,7.0,1995-09-16
989,9225,0.0,19.7,13.0,1995-09-17
990,9225,1.6,20.3,15.0,1995-09-18
991,9225,2.0,20.5,11.0,1995-09-19
992,9225,1.2,18.6,13.0,1995-09-20
993,9225,0.0,19.6,6.0,1995-09-21
994,9225,0.0,20.0,9.0,1995-09-22
995,9225,0.0,21.9,9.0,1995-09-23
996,9225,0.0,26.5,11.0,1995-09-24
997,9225,0.0,20.7,12.0,1995-09-25
998,9225,0.0,23.1,10.0,1995-09-26
999,9225,0.6,21.1,14.0,1995-09-27
1000,9225,0.0,19.5,13.0,1995-09-28
1001,9225,1.4,18.7,9.0,1995-09-29
1002,9225,0.0,18.2,8.0,1995-09-30
1003,9225,0.0,21.0,7.0,1995-10-01
1004,9225,0.0,23.6,9.0,1995-10-02
1005,9225,0.0,24.8,7.0,1995-10-03
1006,9225,2.4,19.6,11.0,1995-10-04
1007,9225,1.4,20.0,12.0,1995-10-05
1008,9225,0.4,21.2,11.0,1995-10-06
1009,9225,0.0,21.9,9.0,1995-10-07
1010,9225,0.0,22.2,9.0,1995-10-08
1011,9225,0.2,19.1,12.0,1995-10-09
1012,9225,0.4,20.5,9.0,1995-10-10
1013,9225,4.4,19.1,13.0,1995-10-11
1014,9225,0.0,20.3,7.0,1995-10-12
1015,9225,0.0,24.8,11.0,1995-10-13
1016,9225,0.0,32.0,16.0,1995-10-14
1017,9225,0.0,23.7,12.0,1995-10-15
1018,9225,0.0,29.0,17.0,1995-10-16
1019,9225,5.2,20.1,17.0,1995-10-17
1020,9225,68.2,21.9,15.0,1995-10-18
1021,9225,0.8,20.0,11.0,1995-10-19
1022,9225,0.0,20.8,9.0,1995-10-20
1023,9225,0.0,22.2,10.0,1995-10-21
1024,9225,0.0,24.5,10.0,1995-10-22
1025,9225,0.0,27.3,11.0,1995-10-23
1026,9225,0.0,30.1,11.0,1995-10-24
1027,9225,0.0,25.2,9.0,1995-10-25
1028,9225,0.0,27.2,12.0,1995-10-26
1029,9225,0.0,29.0,15.0,1995-10-27
1030,9225,0.0,28.7,13.0,1995-10-28
1031,9225,0.0,25.2,13.0,1995-10-29
1032,9225,7.4,23.3,17.0,1995-10-30
1033,9225,1.2,22.2,17.0,1995-10-31
1034,9225,4.6,20.4,15.0,1995-11-01
1035,9225,0.0,20.7,13.0,1995-11-02
1036,9225,2.8,22.7,11.0,1995-11-03
1037,9225,0.0,28.5,13.0,1995-11-04
1038,9225,0.0,32.4,19.0,1995-11-05
1039,9225,1.6,22.7,17.0,1995-11-06
1040,9225,1.2,22.3,16.0,1995-11-07
1041,9225,8.4,16.0,11.0,1995-11-08
1042,9225,7.6,19.3,9.0,1995-11-09
1043,9225,0.6,24.1,7.0,1995-11-10
1044,9225,0.0,21.2,9.0,1995-11-11
1045,9225,0.0,20.2,11.0,1995-11-12
1046,9225,0.0,25.5,11.0,1995-11-13
1047,9225,0.0,32.5,11.0,1995-11-14
1048,9225,0.0,24.7,14.0,1995-11-15
1049,9225,0.0,24.0,14.0,1995-11-16
1050,9225,0.0,25.1,13.0,1995-11-17
1051,9225,0.0,28.3,14.0,1995-11-18
1052,9225,0.0,24.8,13.0,1995-11-19
1053,9225,0.0,26.9,13.0,1995-11-20
1054,9225,0.0,31.8,15.0,1995-11-21
1055,9225,0.0,30.0,13.0,1995-11-22
1056,9225,0.0,28.7,15.0,1995-11-23
1057,9225,0.0,26.4,17.0,1995-11-24
1058,9225,0.0,21.5,16.0,1995-11-25
1059,9225,0.2,23.0,17.0,1995-11-26
1060,9225,2.8,21.8,16.0,1995-11-27
1061,9225,1.0,21.3,11.0,1995-11-28
1062,9225,0.0,22.1,15.0,1995-11-29
1063,9225,1.4,23.8,16.0,1995-11-30
1064,9225,0.0,27.2,13.0,1995-12-01
1065,9225,0.0,28.2,15.0,1995-12-02
1066,9225,0.0,23.2,15.0,1995-12-03
1067,9225,0.0,26.1,13.0,1995-12-04
1068,9225,0.0,31.8,14.0,1995-12-05
1069,9225,0.0,30.8,14.0,1995-12-06
1070,9225,0.0,24.9,15.0,1995-12-07
1071,9225,0.0,22.9,15.0,1995-12-08
1072,9225,0.0,26.7,13.0,1995-12-09
1073,9225,0.0,29.9,14.0,1995-12-10
1074,9225,0.0,32.4,14.0,1995-12-11
1075,9225,0.0,29.0,18.0,1995-12-12
1076,9225,0.8,27.5,19.0,1995-12-13
1077,9225,0.4,25.0,19.0,1995-12-14
1078,9225,0.0,25.4,19.0,1995-12-15
1079,9225,0.0,23.9,17.0,1995-12-16
1080,9225,0.0,25.4,18.0,1995-12-17
1081,9225,0.0,32.3,15.0,1995-12-18
1082,9225,0.0,24.5,18.0,1995-12-19
1083,9225,1.4,22.5,16.0,1995-12-20
1084,9225,0.4,24.5,15.0,1995-12-21
1085,9225,0.0,28.0,16.0,1995-12-22
1086,9225,0.0,27.7,15.0,1995-12-23
1087,9225,0.0,29.8,20.0,1995-12-24
1088,9225,0.0,28.1,19.0,1995-12-25
1089,9225,0.0,28.9,18.0,1995-12-26
1090,9225,0.0,32.3,18.0,1995-12-27
1091,9225,0.0,29.6,19.0,1995-12-28
1092,9225,0.0,29.8,18.0,1995-12-29
1093,9225,0.0,30.2,16.0,1995-12-30
1094,9225,0.0,31.1,17.0,1995-12-31
1095,9225,0.0,33.3,17.0,1996-01-01
1096,9225,0.0,39.1,20.0,1996-01-02
1097,9225,0.0,26.2,20.0,1996-01-03
1098,9225,0.0,25.3,18.0,1996-01-04
1099,9225,0.0,27.0,15.0,1996-01-05
1100,9225,0.0,34.1,19.0,1996-01-06
1101,9225,0.0,36.9,18.0,1996-01-07
1102,9225,0.0,31.5,19.0,1996-01-08
1103,9225,0.0,27.3,18.0,1996-01-09
1104,9225,0.0,26.3,17.0,1996-01-10
1105,9225,0.0,31.3,18.0,1996-01-11
1106,9225,0.0,27.0,16.0,1996-01-12
1107,9225,0.0,24.2,16.0,1996-01-13
1108,9225,0.0,27.5,14.0,1996-01-14
1109,9225,0.0,32.8,14.0,1996-01-15
1110,9225,0.0,38.1,17.0,1996-01-16
1111,9225,0.0,41.1,19.0,1996-01-17
1112,9225,0.0,28.0,20.0,1996-01-18
1113,9225,0.0,28.5,16.0,1996-01-19
1114,9225,0.0,29.5,14.0,1996-01-20
1115,9225,0.0,33.6,15.0,1996-01-21
1116,9225,0.0,36.5,19.0,1996-01-22
1117,9225,0.0,35.4,22.0,1996-01-23
1118,9225,0.0,31.2,16.0,1996-01-24
1119,9225,0.0,31.7,17.0,1996-01-25
1120,9225,0.0,26.1,15.0,1996-01-26
1121,9225,0.0,26.8,16.0,1996-01-27
1122,9225,0.0,29.4,16.0,1996-01-28
1123,9225,0.0,24.9,16.0,1996-01-29
1124,9225,3.2,22.8,17.0,1996-01-30
1125,9225,0.0,26.6,13.0,1996-01-31
1126,9225,0.0,33.4,17.0,1996-02-01
1127,9225,0.0,38.8,20.0,1996-02-02
1128,9225,0.0,33.8,18.0,1996-02-03
1129,9225,0.0,33.7,18.0,1996-02-04
1130,9225,0.0,33.9,20.0,1996-02-05
1131,9225,0.0,33.1,19.0,1996-02-06
1132,9225,0.0,34.0,22.0,1996-02-07
1133,9225,0.0,35.0,22.0,1996-02-08
1134,9225,0.0,37.5,23.0,1996-02-09
1135,9225,0.0,39.4,22.0,1996-02-10
1136,9225,0.0,42.4,21.0,1996-02-11
1137,9225,0.0,38.2,17.0,1996-02-12
1138,9225,0.0,34.3,21.0,1996-02-13
1139,9225,0.0,34.9,19.0,1996-02-14
1140,9225,0.0,41.9,20.0,1996-02-15
1141,9225,0.0,39.6,18.0,1996-02-16
1142,9225,0.0,31.0,18.0,1996-02-17
1143,9225,0.0,25.8,19.0,1996-02-18
1144,9225,0.0,28.4,16.0,1996-02-19
1145,9225,0.0,30.0,16.0,1996-02-20
1146,9225,0.0,35.0,17.0,1996-02-21
1147,9225,0.0,32.2,17.0,1996-02-22
1148,9225,0.0,36.7,20.0,1996-02-23
1149,9225,0.0,32.4,19.0,1996-02-24
1150,9225,0.0,39.8,19.0,1996-02-25
1151,9225,0.0,34.1,19.0,1996-02-26
1152,9225,0.0,30.5,17.0,1996-02-27
1153,9225,0.0,30.4,16.0,1996-02-28
1154,9225,0.0,33.7,19.0,1996-02-29
1155,9225,0.0,32.6,17.0,1996-03-01
1156,9225,0.0,33.1,19.0,1996-03-02
1157,9225,0.0,27.8,19.0,1996-03-03
1158,9225,0.0,26.5,17.0,1996-03-04
1159,9225,0.0,26.6,15.0,1996-03-05
1160,9225,0.0,27.6,16.0,1996-03-06
1161,9225,0.0,31.0,16.0,1996-03-07
1162,9225,0.0,39.0,20.0,1996-03-08
1163,9225,0.0,40.5,20.0,1996-03-09
1164,9225,0.4,24.9,19.0,1996-03-10
1165,9225,0.0,27.9,15.0,1996-03-11
1166,9225,0.0,31.8,16.0,1996-03-12
1167,9225,0.0,34.2,18.0,1996-03-13
1168,9225,2.4,23.9,20.0,1996-03-14
1169,9225,2.6,21.7,13.0,1996-03-15
1170,9225,0.0,24.8,16.0,1996-03-16
1171,9225,0.0,29.6,13.0,1996-03-17
1172,9225,0.0,26.2,15.0,1996-03-18
1173,9225,0.0,26.2,15.0,1996-03-19
1174,9225,0.0,29.3,14.0,1996-03-20
1175,9225,0.0,34.8,19.0,1996-03-21
1176,9225,0.0,25.0,21.0,1996-03-22
1177,9225,1.2,23.5,12.0,1996-03-23
1178,9225,0.0,24.4,13.0,1996-03-24
1179,9225,0.0,27.5,16.0,1996-03-25
1180,9225,0.0,27.0,15.0,1996-03-26
1181,9225,0.6,20.8,16.0,1996-03-27
1182,9225,2.0,20.8,14.0,1996-03-28
1183,9225,0.0,23.3,8.0,1996-03-29
1184,9225,0.0,26.2,10.0,1996-03-30
1185,9225,0.0,28.0,13.0,1996-03-31
1186,9225,0.0,28.7,15.0,1996-04-01
1187,9225,0.0,31.3,14.0,1996-04-02
1188,9225,0.0,30.3,16.0,1996-04-03
1189,9225,0.0,27.0,17.0,1996-04-04
1190,9225,0.0,20.6,16.0,1996-04-05
1191,9225,0.0,22.4,11.0,1996-04-06
1192,9225,0.0,27.4,10.0,1996-04-07
1193,9225,0.0,29.3,14.0,1996-04-08
1194,9225,0.0,31.3,19.0,1996-04-09
1195,9225,0.0,30.9,18.0,1996-04-10
1196,9225,5.8,21.3,17.0,1996-04-11
1197,9225,1.8,20.8,15.0,1996-04-12
1198,9225,4.4,23.3,11.0,1996-04-13
1199,9225,0.0,26.6,10.0,1996-04-14
1200,9225,0.0,28.8,13.0,1996-04-15
1201,9225,0.0,29.4,16.0,1996-04-16
1202,9225,0.0,33.6,18.0,1996-04-17
1203,9225,0.0,29.7,20.0,1996-04-18
1204,9225,1.6,22.0,19.0,1996-04-19
1205,9225,10.4,20.5,16.0,1996-04-20
1206,9225,2.0,21.8,5.0,1996-04-21
1207,9225,0.0,21.8,7.0,1996-04-22
1208,9225,0.4,20.8,7.0,1996-04-23
1209,9225,0.0,21.8,11.0,1996-04-24
1210,9225,0.6,22.6,13.0,1996-04-25
1211,9225,0.0,25.3,13.0,1996-04-26
1212,9225,0.0,23.9,10.0,1996-04-27
1213,9225,0.0,26.3,15.0,1996-04-28
1214,9225,0.0,28.5,15.0,1996-04-29
1215,9225,0.0,26.8,11.0,1996-04-30
1216,9225,0.0,24.0,15.0,1996-05-01
1217,9225,0.0,25.9,10.0,1996-05-02
1218,9225,0.0,26.5,11.0,1996-05-03
1219,9225,0.0,24.0,15.0,1996-05-04
1220,9225,2.8,22.8,12.0,1996-05-05
1221,9225,0.0,26.1,12.0,1996-05-06
1222,9225,0.0,31.2,19.0,1996-05-07
1223,9225,19.0,23.5,17.0,1996-05-08
1224,9225,2.0,23.2,16.0,1996-05-09
1225,9225,2.2,19.1,14.0,1996-05-10
1226,9225,0.4,19.2,4.0,1996-05-11
1227,9225,0.0,20.2,3.0,1996-05-12
1228,9225,0.0,21.1,5.0,1996-05-13
1229,9225,0.0,23.8,11.0,1996-05-14
1230,9225,0.2,20.1,15.0,1996-05-15
1231,9225,2.2,21.5,12.0,1996-05-16
1232,9225,0.8,19.2,13.0,1996-05-17
1233,9225,0.0,19.2,4.0,1996-05-18
1234,9225,0.0,20.2,4.0,1996-05-19
1235,9225,0.0,22.9,5.0,1996-05-20
1236,9225,0.0,23.1,6.0,1996-05-21
1237,9225,0.0,23.1,6.0,1996-05-22
1238,9225,0.0,23.6,7.0,1996-05-23
1239,9225,0.0,23.1,11.0,1996-05-24
1240,9225,0.0,24.7,10.0,1996-05-25
1241,9225,0.0,24.2,11.0,1996-05-26
1242,9225,0.0,22.7,5.0,1996-05-27
1243,9225,0.0,24.8,7.0,1996-05-28
1244,9225,0.0,26.7,5.0,1996-05-29
1245,9225,0.0,26.9,7.0,1996-05-30
1246,9225,21.0,19.9,14.0,1996-05-31
1247,9225,1.4,17.9,14.0,1996-06-01
1248,9225,0.0,21.3,8.0,1996-06-02
1249,9225,4.0,18.5,12.0,1996-06-03
